X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity [ m s^-1 ]
2.75955778e-02, -2.49500386e-02, -4.89263952e-01, 1.25822456e+02, 0.00000000e+00
2.76619066e-02, -2.37107109e-02, -4.84993696e-01, 1.07773567e+02, 0.00000000e+00
2.77413018e-02, -2.36086715e-02, -4.84893322e-01, 1.07738487e+02, 0.00000000e+00
2.77097635e-02, -2.35603433e-02, -4.85052109e-01, 1.08301628e+02, 0.00000000e+00
2.77774427e-02, -2.34580934e-02, -4.84934777e-01, 1.07889351e+02, 0.00000000e+00
2.78430153e-02, -2.35253461e-02, -4.84799147e-01, 1.07574623e+02, 0.00000000e+00
2.78020315e-02, -2.36694850e-02, -4.84759301e-01, 1.07411407e+02, 0.00000000e+00
2.78723780e-02, -2.37403661e-02, -4.84635055e-01, 1.07102997e+02, 0.00000000e+00
2.77415346e-02, -2.38010678e-02, -4.84694839e-01, 1.06929359e+02, 0.00000000e+00
2.79238839e-02, -2.36041322e-02, -4.84687328e-01, 1.07297813e+02, 0.00000000e+00
2.75887977e-02, -2.38362309e-02, -4.84924823e-01, 1.07138733e+02, 0.00000000e+00
2.75785085e-02, -2.38203332e-02, -4.85092074e-01, 1.07716431e+02, 0.00000000e+00
2.76184678e-02, -2.38642637e-02, -4.84769315e-01, 1.06674950e+02, 0.00000000e+00
2.75008734e-02, -2.39433330e-02, -4.84840930e-01, 1.06502197e+02, 0.00000000e+00
2.69965380e-02, -2.61095073e-02, -4.84363616e-01, 1.01781616e+02, 0.00000000e+00
2.70327441e-02, -2.61210967e-02, -4.84156936e-01, 9.97349930e+01, 0.00000000e+00
2.68678609e-02, -2.60997284e-02, -4.84223485e-01, 1.01058105e+02, 0.00000000e+00
2.72021182e-02, -2.61235293e-02, -4.84061182e-01, 9.79873886e+01, 0.00000000e+00
2.71880496e-02, -2.61292905e-02, -4.84262526e-01, 1.00501740e+02, 0.00000000e+00
2.68482659e-02, -2.60816142e-02, -4.84372288e-01, 1.02298660e+02, 0.00000000e+00
3.00552156e-02, -2.30893102e-02, -4.91970092e-01, 1.27916748e+02, 0.00000000e+00
2.99481601e-02, -2.29874030e-02, -4.91892278e-01, 1.28093460e+02, 0.00000000e+00
3.01107485e-02, -2.29598153e-02, -4.91908818e-01, 1.27910614e+02, 0.00000000e+00
3.00167184e-02, -2.28524841e-02, -4.91823316e-01, 1.28091507e+02, 0.00000000e+00
2.97928471e-02, -2.30368692e-02, -4.91872936e-01, 1.28247818e+02, 0.00000000e+00
2.99012046e-02, -2.31449362e-02, -4.91940290e-01, 1.28073395e+02, 0.00000000e+00
3.13654765e-02, -2.45848354e-02, -4.91780519e-01, 1.25552948e+02, 0.00000000e+00
3.14657465e-02, -2.46831700e-02, -4.91685510e-01, 1.25384804e+02, 0.00000000e+00
3.13077606e-02, -2.47275047e-02, -4.91722405e-01, 1.25607582e+02, 0.00000000e+00
3.14068459e-02, -2.48279702e-02, -4.91625428e-01, 1.25511147e+02, 0.00000000e+00
3.15668732e-02, -2.47910079e-02, -4.91588682e-01, 1.25387154e+02, 0.00000000e+00
3.16179506e-02, -2.46390756e-02, -4.91637111e-01, 1.25222038e+02, 0.00000000e+00
3.15152965e-02, -2.45411787e-02, -4.91725475e-01, 1.25312950e+02, 0.00000000e+00
3.14136669e-02, -2.44314019e-02, -4.91824359e-01, 1.25536438e+02, 0.00000000e+00
3.12699452e-02, -2.44858358e-02, -4.91881698e-01, 1.25811089e+02, 0.00000000e+00
3.12103257e-02, -2.46268436e-02, -4.91826653e-01, 1.25815460e+02, 0.00000000e+00
3.16887349e-02, -2.43051462e-02, -4.91702646e-01, 1.25001404e+02, 0.00000000e+00
3.15542854e-02, -2.43740156e-02, -4.91760373e-01, 1.25270027e+02, 0.00000000e+00
3.15927751e-02, -2.42013093e-02, -4.91775095e-01, 1.25216095e+02, 0.00000000e+00
3.16538252e-02, -2.44784132e-02, -4.91676569e-01, 1.25105042e+02, 0.00000000e+00
3.14555243e-02, -2.42691282e-02, -4.91850108e-01, 1.25530296e+02, 0.00000000e+00
2.98918113e-02, -2.43750438e-02, -4.91571307e-01, 1.27401756e+02, 0.00000000e+00
2.99135093e-02, -2.42774896e-02, -4.91670221e-01, 1.27455643e+02, 0.00000000e+00
3.00300736e-02, -2.43889689e-02, -4.91693616e-01, 1.27356522e+02, 0.00000000e+00
2.98152957e-02, -2.42415424e-02, -4.91603076e-01, 1.27500237e+02, 0.00000000e+00
2.98817158e-02, -2.41759047e-02, -4.91720825e-01, 1.27530357e+02, 0.00000000e+00
3.00006345e-02, -2.42570583e-02, -4.91777539e-01, 1.27423920e+02, 0.00000000e+00
2.99750213e-02, -2.44876314e-02, -4.91557717e-01, 1.27328247e+02, 0.00000000e+00
2.98541710e-02, -2.44940408e-02, -4.91441786e-01, 1.27330360e+02, 0.00000000e+00
2.99904458e-02, -2.46409662e-02, -4.91444319e-01, 1.27269333e+02, 0.00000000e+00
3.01117059e-02, -2.45618168e-02, -4.91622835e-01, 1.27252197e+02, 0.00000000e+00
2.98147108e-02, -2.46172380e-02, -4.91313398e-01, 1.27317833e+02, 0.00000000e+00
3.01747303e-02, -2.44867261e-02, -4.91752893e-01, 1.27208549e+02, 0.00000000e+00
3.02380342e-02, -2.43935622e-02, -4.91920978e-01, 1.27132393e+02, 0.00000000e+00
3.01068053e-02, -2.43291222e-02, -4.91830498e-01, 1.27296059e+02, 0.00000000e+00
3.02574132e-02, -2.46462561e-02, -4.91678089e-01, 1.27070259e+02, 0.00000000e+00
3.03141344e-02, -2.45338809e-02, -4.91850883e-01, 1.27014160e+02, 0.00000000e+00
3.25296372e-02, -2.22967975e-02, -4.89500821e-01, 1.17089287e+02, 0.00000000e+00
3.23994756e-02, -2.22573914e-02, -4.89453703e-01, 1.17224342e+02, 0.00000000e+00
3.25072929e-02, -2.23196223e-02, -4.89332676e-01, 1.17048981e+02, 0.00000000e+00
3.24186720e-02, -2.22436674e-02, -4.89617467e-01, 1.17299538e+02, 0.00000000e+00
3.22546475e-02, -2.21995041e-02, -4.89564240e-01, 1.17482269e+02, 0.00000000e+00
3.23722549e-02, -2.22799554e-02, -4.89268810e-01, 1.17241585e+02, 0.00000000e+00
3.20965908e-02, -2.21919660e-02, -4.89169896e-01, 1.17859779e+02, 0.00000000e+00
3.22357379e-02, -2.22382396e-02, -4.89213705e-01, 1.17513184e+02, 0.00000000e+00
3.21276449e-02, -2.21866742e-02, -4.89320159e-01, 1.17670555e+02, 0.00000000e+00
3.23409177e-02, -2.22991165e-02, -4.89107013e-01, 1.17400024e+02, 0.00000000e+00
3.19780856e-02, -2.21412126e-02, -4.89324123e-01, 1.17983032e+02, 0.00000000e+00
3.20740826e-02, -2.21571717e-02, -4.89484042e-01, 1.17750908e+02, 0.00000000e+00
3.21334265e-02, -2.21622773e-02, -4.89692271e-01, 1.17788948e+02, 0.00000000e+00
3.19330059e-02, -2.21222900e-02, -4.89493400e-01, 1.18061928e+02, 0.00000000e+00
3.19805667e-02, -2.21275408e-02, -4.89653915e-01, 1.18071342e+02, 0.00000000e+00
3.15172896e-02, -2.31394246e-02, -4.91548151e-01, 1.24247284e+02, 0.00000000e+00
3.14413980e-02, -2.30129566e-02, -4.91497934e-01, 1.24174599e+02, 0.00000000e+00
3.15810814e-02, -2.30336096e-02, -4.91434664e-01, 1.23605064e+02, 0.00000000e+00
3.13067324e-02, -2.29598414e-02, -4.91532177e-01, 1.24654572e+02, 0.00000000e+00
3.13725397e-02, -2.30912194e-02, -4.91602004e-01, 1.24782372e+02, 0.00000000e+00
3.13707180e-02, -2.28870381e-02, -4.91426528e-01, 1.24010231e+02, 0.00000000e+00
3.14658806e-02, -2.28214692e-02, -4.91316766e-01, 1.23261963e+02, 0.00000000e+00
3.14901359e-02, -2.29333155e-02, -4.91402209e-01, 1.23589134e+02, 0.00000000e+00
3.12345717e-02, -2.30413172e-02, -4.91652340e-01, 1.25263405e+02, 0.00000000e+00
3.13007385e-02, -2.31766347e-02, -4.91715610e-01, 1.25352837e+02, 0.00000000e+00
3.11578903e-02, -2.31284089e-02, -4.91772890e-01, 1.25787331e+02, 0.00000000e+00
3.14398743e-02, -2.32251920e-02, -4.91654843e-01, 1.24859306e+02, 0.00000000e+00
3.15812938e-02, -2.32705455e-02, -4.91588354e-01, 1.24328217e+02, 0.00000000e+00
3.17335911e-02, -2.30751708e-02, -4.91380662e-01, 1.23054665e+02, 0.00000000e+00
3.16541195e-02, -2.29064021e-02, -4.91298199e-01, 1.22816208e+02, 0.00000000e+00
3.09163779e-02, -2.22034175e-02, -4.90731746e-01, 1.23052307e+02, 0.00000000e+00
3.07515562e-02, -2.21833400e-02, -4.90757585e-01, 1.23808746e+02, 0.00000000e+00
3.08036096e-02, -2.21294910e-02, -4.90620941e-01, 1.23267883e+02, 0.00000000e+00
3.06299459e-02, -2.21068170e-02, -4.90651816e-01, 1.24105652e+02, 0.00000000e+00
3.05750705e-02, -2.21595895e-02, -4.90781516e-01, 1.24647133e+02, 0.00000000e+00
3.08546480e-02, -2.22631078e-02, -4.90867853e-01, 1.23602715e+02, 0.00000000e+00
3.07927933e-02, -2.23256126e-02, -4.90995109e-01, 1.24187813e+02, 0.00000000e+00
3.09508331e-02, -2.23457348e-02, -4.90972430e-01, 1.23496704e+02, 0.00000000e+00
3.10178865e-02, -2.22820099e-02, -4.90842223e-01, 1.22932137e+02, 0.00000000e+00
3.05204149e-02, -2.22169999e-02, -4.90905553e-01, 1.25196411e+02, 0.00000000e+00
3.06287408e-02, -2.23041065e-02, -4.91015166e-01, 1.24958260e+02, 0.00000000e+00
3.04501802e-02, -2.22811084e-02, -4.91031229e-01, 1.25776093e+02, 0.00000000e+00
3.07281669e-02, -2.23925151e-02, -4.91122901e-01, 1.24833702e+02, 0.00000000e+00
2.97960266e-02, -2.12676916e-02, -4.88626361e-01, 9.26830978e+01, 0.00000000e+00
2.99512092e-02, -2.12131869e-02, -4.88673508e-01, 9.09186783e+01, 0.00000000e+00
2.98920833e-02, -2.13691406e-02, -4.88714486e-01, 9.64833298e+01, 0.00000000e+00
3.00598033e-02, -2.13368535e-02, -4.88735825e-01, 9.53833237e+01, 0.00000000e+00
3.01189534e-02, -2.11823005e-02, -4.88698691e-01, 9.04284363e+01, 0.00000000e+00
2.98244227e-02, -2.10630540e-02, -4.88622874e-01, 8.92035522e+01, 0.00000000e+00
3.29225175e-02, -2.28963271e-02, -4.88738388e-01, 1.17437660e+02, 0.00000000e+00
3.30283679e-02, -2.29816493e-02, -4.88822490e-01, 1.17291588e+02, 0.00000000e+00
3.29631157e-02, -2.28488278e-02, -4.88886148e-01, 1.17122505e+02, 0.00000000e+00
3.30733135e-02, -2.29334608e-02, -4.88965720e-01, 1.17050720e+02, 0.00000000e+00
3.31290588e-02, -2.30683759e-02, -4.88906413e-01, 1.17228966e+02, 0.00000000e+00
3.30819562e-02, -2.31153443e-02, -4.88763005e-01, 1.17508873e+02, 0.00000000e+00
3.29971388e-02, -2.32002046e-02, -4.88468051e-01, 1.18389244e+02, 0.00000000e+00
3.30405049e-02, -2.31660735e-02, -4.88614172e-01, 1.17919090e+02, 0.00000000e+00
3.29436846e-02, -2.30717324e-02, -4.88525957e-01, 1.18079437e+02, 0.00000000e+00
3.30864377e-02, -2.32977942e-02, -4.88561243e-01, 1.18250244e+02, 0.00000000e+00
3.31284590e-02, -2.32546255e-02, -4.88706440e-01, 1.17775757e+02, 0.00000000e+00
3.28993574e-02, -2.31081247e-02, -4.88377601e-01, 1.18559692e+02, 0.00000000e+00
3.28385867e-02, -2.29804218e-02, -4.88437206e-01, 1.18305244e+02, 0.00000000e+00
2.75774263e-02, -2.51696892e-02, -4.87993091e-01, 1.21639252e+02, 0.00000000e+00
2.76056547e-02, -2.51437016e-02, -4.87830609e-01, 1.21182922e+02, 0.00000000e+00
2.75146477e-02, -2.50357874e-02, -4.87930775e-01, 1.21807808e+02, 0.00000000e+00
2.76438612e-02, -2.51038875e-02, -4.87673432e-01, 1.20727051e+02, 0.00000000e+00
2.77076401e-02, -2.52411496e-02, -4.87727463e-01, 1.20575386e+02, 0.00000000e+00
2.75427736e-02, -2.50019170e-02, -4.87781554e-01, 1.21387749e+02, 0.00000000e+00
3.02172378e-02, -2.16271151e-02, -4.85175371e-01, 1.19705078e+02, 0.00000000e+00
3.02662980e-02, -2.17671748e-02, -4.85121578e-01, 1.19628517e+02, 0.00000000e+00
3.03219296e-02, -2.17094626e-02, -4.85254377e-01, 1.19842812e+02, 0.00000000e+00
3.03121340e-02, -2.19121128e-02, -4.85073686e-01, 1.19486305e+02, 0.00000000e+00
3.02043874e-02, -2.18325723e-02, -4.84988332e-01, 1.19105598e+02, 0.00000000e+00
2.90800426e-02, -2.14657616e-02, -4.84056830e-01, 1.25958687e+02, 0.00000000e+00
2.91801039e-02, -2.13443544e-02, -4.84128028e-01, 1.26314018e+02, 0.00000000e+00
2.90635042e-02, -2.12724507e-02, -4.84041244e-01, 1.27389404e+02, 0.00000000e+00
2.91572791e-02, -2.11827923e-02, -4.84126598e-01, 1.27181297e+02, 0.00000000e+00
2.92625520e-02, -2.12504454e-02, -4.84205812e-01, 1.26233894e+02, 0.00000000e+00
2.92790793e-02, -2.13965774e-02, -4.84203368e-01, 1.25169159e+02, 0.00000000e+00
2.93827020e-02, -2.14756355e-02, -4.84281272e-01, 1.23752235e+02, 0.00000000e+00
2.92816423e-02, -2.15443671e-02, -4.84204590e-01, 1.23642921e+02, 0.00000000e+00
2.79581323e-02, -2.29066703e-02, -4.84625220e-01, 1.07052933e+02, 0.00000000e+00
2.78425142e-02, -2.27833278e-02, -4.84629303e-01, 1.08834946e+02, 0.00000000e+00
2.78008934e-02, -2.28726286e-02, -4.84759718e-01, 1.08507820e+02, 0.00000000e+00
2.78568771e-02, -2.30283290e-02, -4.84800369e-01, 1.07588768e+02, 0.00000000e+00
2.77474783e-02, -2.29390804e-02, -4.84913647e-01, 1.09154106e+02, 0.00000000e+00
2.76946444e-02, -2.27951612e-02, -4.84852016e-01, 1.10012024e+02, 0.00000000e+00
2.77372506e-02, -2.27373280e-02, -4.84702855e-01, 1.10100471e+02, 0.00000000e+00
2.76653077e-02, -2.26272512e-02, -4.84642178e-01, 1.12170128e+02, 0.00000000e+00
2.77885329e-02, -2.26891842e-02, -4.84573513e-01, 1.10693840e+02, 0.00000000e+00
2.76300423e-02, -2.26732139e-02, -4.84796137e-01, 1.11493050e+02, 0.00000000e+00
2.77759973e-02, -2.31122188e-02, -4.84975189e-01, 1.08660019e+02, 0.00000000e+00
2.79748123e-02, -2.31052674e-02, -4.84705567e-01, 1.06443970e+02, 0.00000000e+00
2.78752148e-02, -2.31990479e-02, -4.84833628e-01, 1.07320862e+02, 0.00000000e+00
2.77046375e-02, -2.29897536e-02, -4.85076725e-01, 1.10163330e+02, 0.00000000e+00
2.76626684e-02, -2.28433758e-02, -4.85013574e-01, 1.10630989e+02, 0.00000000e+00
2.75913645e-02, -2.27410439e-02, -4.85117406e-01, 1.12024170e+02, 0.00000000e+00
2.75413673e-02, -2.26487536e-02, -4.85194504e-01, 1.13113014e+02, 0.00000000e+00
2.75928415e-02, -2.27538589e-02, -4.85273421e-01, 1.12996094e+02, 0.00000000e+00
2.75313612e-02, -2.26113666e-02, -4.85335439e-01, 1.13987999e+02, 0.00000000e+00
2.74616703e-02, -2.25094538e-02, -4.85202104e-01, 1.14139420e+02, 0.00000000e+00
2.75218114e-02, -2.26094965e-02, -4.85060930e-01, 1.12905006e+02, 0.00000000e+00
2.71684472e-02, -2.21875310e-02, -4.84699607e-01, 1.20094368e+02, 0.00000000e+00
2.70598400e-02, -2.20816303e-02, -4.84762281e-01, 1.21095016e+02, 0.00000000e+00
2.71335896e-02, -2.21419241e-02, -4.84898597e-01, 1.19466835e+02, 0.00000000e+00
2.76965126e-02, -2.20435336e-02, -4.83877867e-01, 1.23773445e+02, 0.00000000e+00
2.76147556e-02, -2.21299585e-02, -4.83980626e-01, 1.22608345e+02, 0.00000000e+00
2.77861841e-02, -2.21521240e-02, -4.83959794e-01, 1.22026398e+02, 0.00000000e+00
2.76259314e-02, -2.23175827e-02, -4.84181792e-01, 1.19709160e+02, 0.00000000e+00
2.75372751e-02, -2.22132280e-02, -4.84097421e-01, 1.21520866e+02, 0.00000000e+00
2.74718795e-02, -2.22799256e-02, -4.84239429e-01, 1.20539406e+02, 0.00000000e+00
2.73846798e-02, -2.21741218e-02, -4.84149754e-01, 1.22204323e+02, 0.00000000e+00
2.77911332e-02, -2.23473273e-02, -4.84142810e-01, 1.18815773e+02, 0.00000000e+00
2.77081281e-02, -2.24242248e-02, -4.84270871e-01, 1.17553009e+02, 0.00000000e+00
2.79601943e-02, -2.23697573e-02, -4.84124005e-01, 1.17810539e+02, 0.00000000e+00
2.78731342e-02, -2.22598743e-02, -4.84039575e-01, 1.20100121e+02, 0.00000000e+00
2.79609729e-02, -2.21615769e-02, -4.83945519e-01, 1.21513397e+02, 0.00000000e+00
2.88819987e-02, -2.27301568e-02, -4.84345347e-01, 1.05121552e+02, 0.00000000e+00
2.86932718e-02, -2.27897838e-02, -4.84355092e-01, 1.05155632e+02, 0.00000000e+00
2.88328659e-02, -2.28892807e-02, -4.84391332e-01, 1.03870911e+02, 0.00000000e+00
2.86909975e-02, -2.29302645e-02, -4.84404474e-01, 1.03894348e+02, 0.00000000e+00
2.85891108e-02, -2.26270035e-02, -4.84275341e-01, 1.08346161e+02, 0.00000000e+00
2.87677515e-02, -2.26115901e-02, -4.84284282e-01, 1.07724792e+02, 0.00000000e+00
2.85573956e-02, -2.28882860e-02, -4.84402806e-01, 1.04523590e+02, 0.00000000e+00
2.84980200e-02, -2.27509178e-02, -4.84343082e-01, 1.06391548e+02, 0.00000000e+00
2.79405043e-02, -2.25623008e-02, -4.84322995e-01, 1.13361961e+02, 0.00000000e+00
2.78554633e-02, -2.26324033e-02, -4.84449029e-01, 1.11840363e+02, 0.00000000e+00
2.80037913e-02, -2.26769820e-02, -4.84408617e-01, 1.10284729e+02, 0.00000000e+00
2.79275980e-02, -2.27512997e-02, -4.84525084e-01, 1.09142265e+02, 0.00000000e+00
2.82308348e-02, -2.28346884e-02, -4.84441876e-01, 1.06420158e+02, 0.00000000e+00
2.81632300e-02, -2.27105767e-02, -4.84376490e-01, 1.08886261e+02, 0.00000000e+00
2.80705821e-02, -2.28034519e-02, -4.84484434e-01, 1.07561470e+02, 0.00000000e+00
2.80947760e-02, -2.25920007e-02, -4.84298438e-01, 1.11874916e+02, 0.00000000e+00
2.82579884e-02, -2.26152968e-02, -4.84281778e-01, 1.10530853e+02, 0.00000000e+00
2.83264630e-02, -2.27356609e-02, -4.84355628e-01, 1.07605255e+02, 0.00000000e+00
2.81412639e-02, -2.21620835e-02, -4.83942479e-01, 1.20971169e+02, 0.00000000e+00
2.82394066e-02, -2.22774670e-02, -4.84030426e-01, 1.18405220e+02, 0.00000000e+00
2.83219758e-02, -2.21498050e-02, -4.83954132e-01, 1.20447548e+02, 0.00000000e+00
2.83455625e-02, -2.24108230e-02, -4.84127253e-01, 1.15033394e+02, 0.00000000e+00
2.81348750e-02, -2.23877598e-02, -4.84116346e-01, 1.16582970e+02, 0.00000000e+00
2.99856942e-02, -2.31157634e-02, -4.84595388e-01, 1.11069336e+02, 0.00000000e+00
2.99787037e-02, -2.29238495e-02, -4.84611154e-01, 1.10827217e+02, 0.00000000e+00
2.98107881e-02, -2.30448209e-02, -4.84560043e-01, 1.09041191e+02, 0.00000000e+00
2.98327766e-02, -2.28262171e-02, -4.84572440e-01, 1.09390877e+02, 0.00000000e+00
3.01203988e-02, -2.29943972e-02, -4.84648138e-01, 1.12558960e+02, 0.00000000e+00
2.99788453e-02, -2.27423050e-02, -4.84622449e-01, 1.11231293e+02, 0.00000000e+00
2.73222513e-02, -2.47031394e-02, -4.88279670e-01, 1.23760582e+02, 0.00000000e+00
2.73700897e-02, -2.48151179e-02, -4.88157898e-01, 1.23107391e+02, 0.00000000e+00
2.73365229e-02, -2.46771760e-02, -4.88115877e-01, 1.23334511e+02, 0.00000000e+00
2.73858830e-02, -2.47858316e-02, -4.88001525e-01, 1.22707970e+02, 0.00000000e+00
2.73683872e-02, -2.48515271e-02, -4.88334864e-01, 1.23554527e+02, 0.00000000e+00
2.74199452e-02, -2.49520652e-02, -4.88210887e-01, 1.22904022e+02, 0.00000000e+00
2.74330676e-02, -2.49285940e-02, -4.88044888e-01, 1.22457298e+02, 0.00000000e+00
2.74213366e-02, -2.49778684e-02, -4.88382459e-01, 1.23379669e+02, 0.00000000e+00
2.74844300e-02, -2.50911117e-02, -4.88269687e-01, 1.22751984e+02, 0.00000000e+00
2.73705330e-02, -2.48553418e-02, -4.88522410e-01, 1.24077866e+02, 0.00000000e+00
2.73257084e-02, -2.47393660e-02, -4.88417804e-01, 1.24100845e+02, 0.00000000e+00
2.74360720e-02, -2.50077471e-02, -4.88526076e-01, 1.23748619e+02, 0.00000000e+00
2.86584627e-02, -2.31193155e-02, -4.91257995e-01, 1.29011093e+02, 0.00000000e+00
2.87715811e-02, -2.31891889e-02, -4.91339296e-01, 1.28896500e+02, 0.00000000e+00
2.86792424e-02, -2.32815258e-02, -4.91241693e-01, 1.28909698e+02, 0.00000000e+00
2.88910214e-02, -2.32634414e-02, -4.91415977e-01, 1.28771210e+02, 0.00000000e+00
2.88705993e-02, -2.30855010e-02, -4.91433084e-01, 1.28870193e+02, 0.00000000e+00
2.90020332e-02, -2.33144648e-02, -4.91484433e-01, 1.28663284e+02, 0.00000000e+00
2.89322156e-02, -2.34507266e-02, -4.91383582e-01, 1.28629471e+02, 0.00000000e+00
2.91051213e-02, -2.34362241e-02, -4.91518557e-01, 1.28516647e+02, 0.00000000e+00
2.90563107e-02, -2.36002095e-02, -4.91402894e-01, 1.28422882e+02, 0.00000000e+00
2.89155804e-02, -2.36375313e-02, -4.91274685e-01, 1.28505783e+02, 0.00000000e+00
2.88160574e-02, -2.35040467e-02, -4.91269350e-01, 1.28679733e+02, 0.00000000e+00
3.08188107e-02, -2.02094782e-02, -4.87511218e-01, 7.93188705e+01, 0.00000000e+00
3.08599919e-02, -2.03453042e-02, -4.87526566e-01, 8.26601181e+01, 0.00000000e+00
3.09442785e-02, -2.02137027e-02, -4.87591952e-01, 7.76784286e+01, 0.00000000e+00
3.09082959e-02, -2.05238312e-02, -4.87529933e-01, 9.00122681e+01, 0.00000000e+00
3.07903029e-02, -2.04501431e-02, -4.87427622e-01, 9.12409897e+01, 0.00000000e+00
3.10641136e-02, -2.02954579e-02, -4.87720579e-01, 7.75055466e+01, 0.00000000e+00
3.09684221e-02, -2.04047449e-02, -4.87628549e-01, 8.13036652e+01, 0.00000000e+00
3.10540050e-02, -2.04586145e-02, -4.87761706e-01, 8.02736206e+01, 0.00000000e+00
3.10012195e-02, -2.06137598e-02, -4.87671405e-01, 8.91081390e+01, 0.00000000e+00
2.74318457e-02, -2.18975637e-02, -4.85824496e-01, 1.16878784e+02, 0.00000000e+00
2.75182463e-02, -2.18256935e-02, -4.85930890e-01, 1.16921288e+02, 0.00000000e+00
2.75287386e-02, -2.19753124e-02, -4.85898316e-01, 1.16863670e+02, 0.00000000e+00
2.76329797e-02, -2.17764713e-02, -4.86047387e-01, 1.17199509e+02, 0.00000000e+00
2.75007486e-02, -2.16671173e-02, -4.85959202e-01, 1.17162758e+02, 0.00000000e+00
2.74085421e-02, -2.17444785e-02, -4.85860348e-01, 1.17366760e+02, 0.00000000e+00
2.75955424e-02, -2.19210535e-02, -4.85983163e-01, 1.17133583e+02, 0.00000000e+00
2.89550833e-02, -2.06167735e-02, -4.84158039e-01, 1.29226151e+02, 0.00000000e+00
2.89877895e-02, -2.07693595e-02, -4.84107703e-01, 1.28837433e+02, 0.00000000e+00
2.90587936e-02, -2.06949338e-02, -4.84233588e-01, 1.27985077e+02, 0.00000000e+00
2.90959943e-02, -2.08482351e-02, -4.84183997e-01, 1.27796959e+02, 0.00000000e+00
2.90178768e-02, -2.09284741e-02, -4.84068602e-01, 1.28454651e+02, 0.00000000e+00
2.89082918e-02, -2.08439361e-02, -4.83995736e-01, 1.29556564e+02, 0.00000000e+00
2.92776376e-02, -2.08520908e-02, -4.84397322e-01, 1.26269104e+02, 0.00000000e+00
2.91685201e-02, -2.07737871e-02, -4.84313607e-01, 1.27034698e+02, 0.00000000e+00
2.92114988e-02, -2.09307056e-02, -4.84265059e-01, 1.27012390e+02, 0.00000000e+00
2.91266963e-02, -2.06331555e-02, -4.84380245e-01, 1.27009682e+02, 0.00000000e+00
2.91324407e-02, -2.10130755e-02, -4.84147668e-01, 1.27600517e+02, 0.00000000e+00
2.93454789e-02, -2.11586691e-02, -4.84312743e-01, 1.25995750e+02, 0.00000000e+00
2.94208694e-02, -2.10794751e-02, -4.84433740e-01, 1.25512444e+02, 0.00000000e+00
2.93167643e-02, -2.09988374e-02, -4.84350204e-01, 1.26303642e+02, 0.00000000e+00
2.93838494e-02, -2.09312253e-02, -4.84479964e-01, 1.25525482e+02, 0.00000000e+00
2.94921361e-02, -2.10161824e-02, -4.84567672e-01, 1.24791908e+02, 0.00000000e+00
2.94491313e-02, -2.12396141e-02, -4.84398127e-01, 1.24925758e+02, 0.00000000e+00
2.95260064e-02, -2.11639535e-02, -4.84522194e-01, 1.24505165e+02, 0.00000000e+00
2.95535475e-02, -2.13237833e-02, -4.84485358e-01, 1.23601494e+02, 0.00000000e+00
2.96309218e-02, -2.12518610e-02, -4.84609455e-01, 1.23307991e+02, 0.00000000e+00
2.96618976e-02, -2.14070491e-02, -4.84577090e-01, 1.22030762e+02, 0.00000000e+00
2.95979045e-02, -2.11071819e-02, -4.84654665e-01, 1.23905609e+02, 0.00000000e+00
2.95543708e-02, -2.09615771e-02, -4.84717637e-01, 1.23952690e+02, 0.00000000e+00
2.97010895e-02, -2.11929902e-02, -4.84744102e-01, 1.22917763e+02, 0.00000000e+00
2.97667403e-02, -2.14979202e-02, -4.84658122e-01, 1.20410492e+02, 0.00000000e+00
2.98764408e-02, -2.15825625e-02, -4.84742641e-01, 1.19186157e+02, 0.00000000e+00
2.98406202e-02, -2.14283355e-02, -4.84783173e-01, 1.20659615e+02, 0.00000000e+00
2.99895834e-02, -2.16691773e-02, -4.84823555e-01, 1.18695946e+02, 0.00000000e+00
2.99087763e-02, -2.17440054e-02, -4.84703958e-01, 1.17813019e+02, 0.00000000e+00
